Index	Name	Type	Deck	Image
523	OakCask	MinorImprovement	Wm	xminorOakCask_884_6
524	OpenGate	MinorImprovement	Wm	xminorOpenGate_353_7
525	PettingZoo	MinorImprovement	Wm	xminorPettingZoo_695_8
526	PigWallow	MinorImprovement	Wm	xminorPigWallow_796_7
527	PlumPatch	MinorImprovement	Wm	xminorPlumPatch_620_9
528	PrizewinningSheep	MinorImprovement	Wm	xminorPrizewinningSheep_717_2
529	Ram	MinorImprovement	Wm	xminorRam_2141_8
530	Raspberries	MinorImprovement	Wm	xminorRaspberries_666_8
531	ReedNursery	MinorImprovement	Wm	xminorReedNursery_911_8
532	RotherhamPlow	MinorImprovement	Wm	xminorRotherhamPlow_559_6
533	Ruins	MinorImprovement	Wm	xminorRuins_184_3
534	SlapdashRenovation	MinorImprovement	Wm	xminorSlapdashRenovation_621_4
535	Steamer	MinorImprovement	Wm	xminorSteamer_46_4
536	SteelPlow	MinorImprovement	Wm	xminorSteelPlow_596_7
537	StorageShed	MinorImprovement	Wm	xminorStorageShed_825_7
538	UndisturbedPond	MinorImprovement	Wm	xminorUndisturbedPond_709_13
539	VillageSchool	MinorImprovement	Wm	xminorVillageSchool_639_3
540	WildBreeding	MinorImprovement	Wm	xminorWildBreeding_909_26
541	WineCloset	MinorImprovement	Wm	xminorWineCloset_2278_31
542	WormBait	MinorImprovement	Wm	xminorWormBait_324_7
543	Agrarian	Occupation	Fr	occx3Agrarian_2311_7
544	AnimalWelfarist	Occupation	Fr	occx4AnimalWelfarist_2308_8
545	ArtDirector	Occupation	Fr	occx4ArtDirector_4019_7
546	AwardWinner	Occupation	Fr	occx1AwardWinner_3930_13
547	Benefactor	Occupation	Fr	occx3Benefactor_3234_6
548	Boatswain	Occupation	Fr	occx1Boatswain_3874_5
549	CabbageLover	Occupation	Fr	occx4CabbageLover_2495_4
550	CardPlayer	Occupation	Fr	occx1CardPlayer_3408_14
551	CatLover	Occupation	Fr	occx3CatLover_3606_6
552	CattleDealer	Occupation	Fr	occx4CattleDealer_3207_20
553	ChildCareWorker	Occupation	Fr	occx4ChildCareWorker_2488_5
554	Cocotte	Occupation	Fr	occx1Cocotte_3309_4
555	ConvictNumber24601	Occupation	Fr	occx1ConvictNumber24601_2324_12
556	CountryDoctor	Occupation	Fr	occx1CountryDoctor_3682_8
557	CowboyAndMother	Occupation	Fr	occx1CowboyAndMother_2985_13
558	DebtCollector	Occupation	Fr	occx4DebtCollector_2680_7
559	DoveHunter	Occupation	Fr	occx4DoveHunter_3949_5
560	DrawingGenius	Occupation	Fr	occx1DrawingGenius_3374_5
561	DrinkerofAbsinthe	Occupation	Fr	occx1DrinkerofAbsinthe_2782_7
562	FencingMaster	Occupation	Fr	occx3FencingMaster_3071_18
563	Fiddler	Occupation	Fr	occx1Fiddler_2467_5
564	GardeningEnthusiast	Occupation	Fr	occx3GardeningEnthusiast_2811_14
565	GoodFriend	Occupation	Fr	occx3GoodFriend_2716_4
566	GrainSpeculator	Occupation	Fr	occx1GrainSpeculator_3087_5
567	Harvester	Occupation	Fr	occx1Harvester_2829_6
568	HeadOfTheRevolution	Occupation	Fr	occx3HeadOfTheRevolution_3096_6
569	ImmigrantsSon	Occupation	Fr	occx1ImmigrantsSon_3436_4
570	Journeyman	Occupation	Fr	occx3Journeyman_3956_4
571	LandscapeGardener	Occupation	Fr	occx1LandscapeGardener_4003_3
572	LemonTrader	Occupation	Fr	occx3LemonTrader_2356_5
573	ManualLabourer	Occupation	Fr	occx1ManualLabourer_2314_9
574	MartialArtist	Occupation	Fr	occx4MartialArtist_2978_6
575	Mastermind	Occupation	Fr	occx1Mastermind_3894_5
576	Miser	Occupation	Fr	occx3Miser_3149_7
577	Musketeer	Occupation	Fr	occx4Musketeer_3357_5
578	Oceanographer	Occupation	Fr	occx1Oceanographer_3569_4
579	ParquetSetter	Occupation	Fr	occx1ParquetSetter_2594_15
580	PasteurizationExpert	Occupation	Fr	occx3PasteurizationExpert_3869_4
581	PearPeeler	Occupation	Fr	occx4PearPeeler_3016_18
582	PipeSmoker	Occupation	Fr	occx1PipeSmoker_3313_4
583	Powerhouse	Occupation	Fr	occx4Powerhouse_3445_11
584	Prefect	Occupation	Fr	occx3Prefect_3798_8
585	Prosecutor	Occupation	Fr	occx4Prosecutor_2797_5
586	RacingStableManager	Occupation	Fr	occx1RacingStableManager_2965_2
587	Reformer	Occupation	Fr	occx1Reformer_3808_2
588	SailboatConstructor	Occupation	Fr	occx1SailboatConstructor_3060_9
589	SculptorsSon	Occupation	Fr	occx3SculptorsSon_2902_8
590	ShovelWorker	Occupation	Fr	occx4ShovelWorker_3292_9
591	StageStar	Occupation	Fr	occx4StageStar_3489_7
592	Stroller	Occupation	Fr	occx1Stroller_3598_8
593	SunFarmer	Occupation	Fr	occx1SunFarmer_4004_5
594	TowerBuilder	Occupation	Fr	occx4TowerBuilder_4334_4
595	Trailblazer	Occupation	Fr	occx1Trailblazer_3377_8
596	TurkeyBreeder	Occupation	Fr	occx1TurkeyBreeder_2916_2
597	UnicycleDriver	Occupation	Fr	occx4UnicycleDriver_2821_5
598	VillageDruid	Occupation	Fr	occx4VillageDruid_3592_7
599	WealthiestEuropean	Occupation	Fr	occx4WealthiestEuropean_2699_6
600	WoodGatherers	Occupation	Fr	occx1WoodGatherers_3181_12
601	Workaholic	Occupation	Fr	occx4Workaholic_3373_7
602	WritingManiac	Occupation	Fr	occx3WritingManiac_2363_4
603	AbandonedWillow	MinorImprovement	Fr	xminorAbandonedWillow_3845_4
604	Absinthe	MinorImprovement	Fr	xminorAbsinthe_4005_5
605	AmusementPark	MinorImprovement	Fr	xminorAmusementPark_3774_11
606	AppleGarden	MinorImprovement	Fr	xminorAppleGarden_3224_4
607	ArtistsGarden	MinorImprovement	Fr	xminorArtistsGarden_2582_11
608	Badger	MinorImprovement	Fr	xminorBadger_2851_11
609	Baguette	MinorImprovement	Fr	xminorBaguette_2659_7
610	BarberShop	MinorImprovement	Fr	xminorBarberShop_3225_6
611	Bathroom	MinorImprovement	Fr	xminorBathroom_2569_13
612	BreakfastOutdoors	MinorImprovement	Fr	xminorBreakfastOutdoors_2863_5
613	Brickyard	MinorImprovement	Fr	xminorBrickyard_4271_3
614	Camembert	MinorImprovement	Fr	xminorCamembert_2399_5
615	Chameleon	MinorImprovement	Fr	xminorChameleon_2397_6
616	Chocolade	MinorImprovement	Fr	xminorChocolade_2576_10
617	CoffeeBreak	MinorImprovement	Fr	xminorCoffeeBreak_3786_9
618	Cornrick	MinorImprovement	Fr	xminorCornrick_4011_10
619	Diary	MinorImprovement	Fr	xminorDiary_2436_2
620	EncirclingWall	MinorImprovement	Fr	xminorEncirclingWall_3106_10
621	EveningPrayer	MinorImprovement	Fr	xminorEveningPrayer_2939_6
622	FiveRings	MinorImprovement	Fr	xminorFiveRings_3797_6
623	FlatHill	MinorImprovement	Fr	xminorFlatHill_3366_7
624	FullbottomedWig	MinorImprovement	Fr	xminorFullbottomedWig_3904_4
625	Goblet	MinorImprovement	Fr	xminorGoblet_3085_10
626	GoldenRose	MinorImprovement	Fr	xminorGoldenRose_4384_4
627	GrainMillOven	MinorImprovement	Fr	xminorGrainMillOven_2589_8
628	Grotto	MinorImprovement	Fr	xminorGrotto_2597_9
629	GroundPickaxePlow	MinorImprovement	Fr	xminorGroundPickaxePlow_2854_7
630	Hammock	MinorImprovement	Fr	xminorHammock_4245_6
631	HayRake	MinorImprovement	Fr	xminorHayRake_2318_5
632	Haystack	MinorImprovement	Fr	xminorHaystack_2427_4
633	Heatwave	MinorImprovement	Fr	xminorHeatwave_3796_7
634	Homework	MinorImprovement	Fr	xminorHomework_3213_9
635	KidsCorner	MinorImprovement	Fr	xminorKidsCorner_2481_11
636	KitchenTable	MinorImprovement	Fr	xminorKitchenTable_2794_26
637	Lighthouse	MinorImprovement	Fr	xminorLighthouse_2365_11
638	March	MinorImprovement	Fr	xminorMarch_2496_5
639	Necklace	MinorImprovement	Fr	xminorNecklace_3530_5
640	Orchard	MinorImprovement	Fr	xminorOrchard_3861_7
641	ParForceHunting	MinorImprovement	Fr	xminorParForceHunting_3785_3
642	ParkCemetery	MinorImprovement	Fr	xminorParkCemetery_3685_10
643	PeasantsBoutique	MinorImprovement	Fr	xminorPeasantsBoutique_3863_4
644	RockPyramid	MinorImprovement	Fr	xminorRockPyramid_2678_9
645	Sofa	MinorImprovement	Fr	xminorSofa_3939_9
646	StarClassificationMe	MinorImprovement	Fr	xminorStarClassificationMe_3479_2
647	StoneHouseReconstruc	MinorImprovement	Fr	xminorStoneHouseReconstruc_3911_14
648	StrawThatchedHut	MinorImprovement	Fr	xminorStrawThatchedHut_2346_7
649	SundaySchool	MinorImprovement	Fr	xminorSundaySchool_2347_10
650	SwimmingStudio	MinorImprovement	Fr	xminorSwimmingStudio_2763_5
651	ThePortLeHavre	MinorImprovement	Fr	xminorThePortLeHavre_2845_9
652	ThreshingMachinePlow	MinorImprovement	Fr	xminorThreshingMachinePlow_2394_8
653	Timetable	MinorImprovement	Fr	xminorTimetable_2822_5
654	TreesfortheCitizens	MinorImprovement	Fr	xminorTreesfortheCitizens_3081_13
655	TriptotheLake	MinorImprovement	Fr	xminorTriptotheLake_2464_5
656	TuileriesGarden	MinorImprovement	Fr	xminorTuileriesGarden_3302_7
657	VegetableHarvest	MinorImprovement	Fr	xminorVegetableHarvest_3378_8
658	WateringCan	MinorImprovement	Fr	xminorWateringCan_2610_4
659	WildGame	MinorImprovement	Fr	xminorWildGame_2960_3
660	WinterDeadwood	MinorImprovement	Fr	xminorWinterDeadwood_2391_5
661	WitchesDanceGround	MinorImprovement	Fr	xminorWitchesDanceGround_2815_7
662	WoodSaw	MinorImprovement	Fr	xminorWoodSaw_2972_5
663	AlmsCollector	Occupation	G4	occx4AlmsCollector_4286_4
664	AnimalHusbandryWorke	Occupation	G4	occx3AnimalHusbandryWorke_4502_9
665	Archer	Occupation	G4	occx1Archer_4921_8
666	BargainHunter	Occupation	G4	occx4BargainHunter_5612_1
667	Beastmaster	Occupation	G4	occx1Beastmaster_4324_3
668	Blacksmith	Occupation	G4	occx3Blacksmith_5387_12
669	BraidMaker	Occupation	G4	occx1BraidMaker_4939_2
670	BurgerFlipper	Occupation	G4	occx4BurgerFlipper_4411_2
671	ChampionBreeder	Occupation	G4	occx3ChampionBreeder_5036_4
672	Cheapskate	Occupation	G4	occx1Cheapskate_5441_9
673	ChiefsGrandson	Occupation	G4	occx1ChiefsGrandson_4917_5
674	ChildPsychologist	Occupation	G4	occx3ChildPsychologist_5028_5
675	ChimneySweep	Occupation	G4	occx4ChimneySweep_5249_10
676	CommercialBaker	Occupation	G4	occx4CommercialBaker_4458_2
677	ContractBuilder	Occupation	G4	occx3ContractBuilder_4486_4
678	DeliveryMan	Occupation	G4	occx1DeliveryMan_4743_3
679	DiligentFarmer	Occupation	G4	occx3DiligentFarmer_5722_5
680	Entrepreneur	Occupation	G4	occx1Entrepreneur_5435_9
681	Eremite	Occupation	G4	occx1Eremite_4278_11
682	FieldDoctor	Occupation	G4	occx1FieldDoctor_4311_4
683	FootballPlayer	Occupation	G4	occx3FootballPlayer_4496_15
684	GrainSeller	Occupation	G4	occx3GrainSeller_5237_3
685	Groupie	Occupation	G4	occx4Groupie_5212_5
686	HastyTrader	Occupation	G4	occx1HastyTrader_4393_4
687	Hewer	Occupation	G4	occx4Hewer_5340_18
688	HillBandit	Occupation	G4	occx4HillBandit_4407_3
689	Horseman	Occupation	G4	occx1Horseman_5284_2
690	Joiner	Occupation	G4	occx1Joiner_5585_3
691	LadyoftheManor	Occupation	G4	occx3LadyoftheManor_741_21
692	LandSurveyor	Occupation	G4	occx1LandSurveyor_4882_1
693	LivestockExpert	Occupation	G4	occx3LivestockExpert_5622_11
694	Margrave	Occupation	G4	occx4Margrave_5318_13
695	MasterFencerv2	Occupation	G4	occx1MasterFencerv2_5685_3
696	MasterHuntsman	Occupation	G4	occx1MasterHuntsman_4809_4
697	MasterRenovator	Occupation	G4	occx1MasterRenovator_5693_3
698	MasterTanner	Occupation	G4	occx3MasterTanner_4918_3
699	MerchantPlowman	Occupation	G4	occx1MerchantPlowman_5080_5
700	MidnightFencer	Occupation	G4	occx4MidnightFencer_2864_9
701	MorningTrader	Occupation	G4	occx4MorningTrader_5636_15
702	Native	Occupation	G4	occx4Native_4459_8
703	Noble	Occupation	G4	occx4Noble_6142_7
704	OldMiser	Occupation	G4	occx4OldMiser_5704_13
705	OrganisedHandyman	Occupation	G4	occx1OrganisedHandyman_5206_4
706	OvenInspector	Occupation	G4	occx1OvenInspector_5200_5
707	Parttimebuilder	Occupation	G4	occx3Parttimebuilder_4327_5
708	Peasant	Occupation	G4	occx3Peasant_5580_2
709	PenBuilder	Occupation	G4	occx1PenBuilder_5648_5
710	Peon	Occupation	G4	occx1Peon_5130_7
711	Pickler	Occupation	G4	occx3Pickler_4550_2
712	RealEstateAgent	Occupation	G4	occx3RealEstateAgent_5298_21
713	RenaissanceMan	Occupation	G4	occx1RenaissanceMan_5707_2
714	SchoolLunchLady	Occupation	G4	occx1SchoolLunchLady_4409_3
715	SiloBuilder	Occupation	G4	occx1SiloBuilder_4300_6
716	StockBroker	Occupation	G4	occx1StockBroker_5459_4
717	StoneHouseBuilder	Occupation	G4	occx4StoneHouseBuilder_4438_3
718	VegetableImporter	Occupation	G4	occx1VegetableImporter_5695_2
719	VeggieLover	Occupation	G4	occx1VeggieLover_5302_37
720	Visionary	Occupation	G4	occx4Visionary_5110_4
721	VisitingQuarryman	Occupation	G4	occx1VisitingQuarryman_4364_4
722	ZooDirector	Occupation	G4	occx1ZooDirector_4828_2
723	AlmsBasket	MinorImprovement	G4	xminorAlmsBasket_5375_3
724	AnimalTrap	MinorImprovement	G4	xminorAnimalTrap_5300_15
725	Bamboo	MinorImprovement	G4	xminorBamboo_4784_2
726	Barn	MinorImprovement	G4	xminorBarn_4845_2
727	BeeStatue	MinorImprovement	G4	xminorBeeStatue_4822_3
728	BlackSwanLake	MinorImprovement	G4	xminorBlackSwanLake_4697_3
729	Bonus	MinorImprovement	G4	xminorBonus_5718_1
730	Carpet	MinorImprovement	G4	xminorCarpet_5151_3
731	CheeseFondue	MinorImprovement	G4	xminorCheeseFondue_5007_3
732	ChildsToy	MinorImprovement	G4	xminorChildsToy_4767_3
733	Chimney	MinorImprovement	G4	xminorChimney_5583_2
734	CokeStove	MinorImprovement	G4	xminorCokeStove_5165_4
735	CornontheCob	MinorImprovement	G4	xminorCornontheCob_4385_2
736	Cornucopia	MinorImprovement	G4	xminorCornucopia_4492_5
737	CottonField	MinorImprovement	G4	xminorCottonField_5142_5
738	CountrySilo	MinorImprovement	G4	xminorCountrySilo_5039_7
739	CowChips	MinorImprovement	G4	xminorCowChips_5339_2
740	Dinghy	MinorImprovement	G4	xminorDinghy_4240_4
741	DragonflyPond	MinorImprovement	G4	xminorDragonflyPond_4390_1
742	FruitTreeHouse	MinorImprovement	G4	xminorFruitTreeHouse_4296_2
743	GuestRoom	MinorImprovement	G4	xminorGuestRoom_4225_8
744	GuildHall	MinorImprovement	G4	xminorGuildHall_5000_3
745	HermitsStick	MinorImprovement	G4	xminorHermitsStick_5017_3
746	HuntsmansRifle	MinorImprovement	G4	xminorHuntsmansRifle_4315_4
747	InteriorDesign	MinorImprovement	G4	xminorInteriorDesign_5437_6
748	Kudzu	MinorImprovement	G4	xminorKudzu_4359_6
749	LargeSunhat	MinorImprovement	G4	xminorLargeSunhat_5371_4
750	LumberPile	MinorImprovement	G4	xminorLumberPile_4280_2
751	Machete	MinorImprovement	G4	xminorMachete_4926_5
752	Meadow	MinorImprovement	G4	xminorMeadow_5602_4
753	MuddyLand	MinorImprovement	G4	xminorMuddyLand_4982_1
754	NightBazaar	MinorImprovement	G4	xminorNightBazaar_5037_4
755	Paintbrush	MinorImprovement	G4	xminorPaintbrush_4355_5
756	Panda	MinorImprovement	G4	xminorPanda_4901_12
757	Pastureland	MinorImprovement	G4	xminorPastureland_5656_4
758	PetDoor	MinorImprovement	G4	xminorPetDoor_5424_3
759	PiggyBank	MinorImprovement	G4	xminorPiggyBank_5616_13
760	Popcorn	MinorImprovement	G4	xminorPopcorn_4829_1
761	PowderKeg	MinorImprovement	G4	xminorPowderKeg_5278_6
762	PrizedSquash	MinorImprovement	G4	xminorPrizedSquash_5112_3
763	PublicForest	MinorImprovement	G4	xminorPublicForest_4531_4
764	RockGarden	MinorImprovement	G4	xminorRockGarden_5470_3
765	RottenPlow	MinorImprovement	G4	xminorRottenPlow_4834_1
766	RumDistillery	MinorImprovement	G4	xminorRumDistillery_4408_4
767	Shears	MinorImprovement	G4	xminorShears_5393_7
768	SimpleOven	MinorImprovement	G4	xminorSimpleOven_4654_7
769	SpareFencePosts	MinorImprovement	G4	xminorSpareFencePosts_4253_2
770	StoneChimney	MinorImprovement	G4	xminorStoneChimney_5643_2
771	StoneGiant	MinorImprovement	G4	xminorStoneGiant_5689_16
772	Sundial	MinorImprovement	G4	xminorSundial_6179_8
773	SupplyExchange	MinorImprovement	G4	xminorSupplyExchange_4356_1
774	SyrupTap	MinorImprovement	G4	xminorSyrupTap_5186_2
775	TownHall	MinorImprovement	G4	xminorTownHall_5120_8
776	TreasureMap	MinorImprovement	G4	xminorTreasureMap_5442_2
777	WhaleOil	MinorImprovement	G4	xminorWhaleOil_4435_3
778	Whistle	MinorImprovement	G4	xminorWhistle_4907_7
779	WildGreens	MinorImprovement	G4	xminorWildGreens_4642_9
780	WorkingGloves	MinorImprovement	G4	xminorWorkingGloves_5253_7
781	Acquirer	Occupation	G5	occx1Acquirer_6096_15
782	AnimalTamersApprenti	Occupation	G5	occx3AnimalTamersApprenti_6015_4
783	BakersServant	Occupation	G5	occx1BakersServant_5719_15
784	BarbecueMan	Occupation	G5	occx1BarbecueMan_5625_3
785	BlackberryFarmer	Occupation	G5	occx1BlackberryFarmer_6598_5
786	BoneCollector	Occupation	G5	occx1BoneCollector_6576_3
787	CasinoManager	Occupation	G5	occx3CasinoManager_6596_8
788	CircusManager	Occupation	G5	occx4CircusManager_5157_5
789	Clerk	Occupation	G5	occx3Clerk_6306_3
790	CookingInstructor	Occupation	G5	occx3CookingInstructor_6580_6
791	DairyCrier	Occupation	G5	occx4DairyCrier_5817_4
792	Dentist	Occupation	G5	occx1Dentist_6196_4
793	DungCollector	Occupation	G5	occx1DungCollector_6463_7
794	EngineeringApprentic	Occupation	G5	occx1EngineeringApprentic_6243_7
795	FriendlyWorker	Occupation	G5	occx3FriendlyWorker_6078_1
796	GardenersWife	Occupation	G5	occx1GardenersWife_4526_5
797	Giant	Occupation	G5	occx1Giant_6105_6
798	GlutenFreeBaker	Occupation	G5	occx1GlutenFreeBaker_6065_11
799	GymTrainer	Occupation	G5	occx1GymTrainer_5347_15
800	Haberdasher	Occupation	G5	occx1Haberdasher_5717_2
801	HamGlazer	Occupation	G5	occx3HamGlazer_6189_12
802	Handmaid	Occupation	G5	occx4Handmaid_5305_3
803	HillCultivator	Occupation	G5	occx1HillCultivator_6198_2
804	IndenturedServant	Occupation	G5	occx3IndenturedServant_6091_2
805	InventoryManager	Occupation	G5	occx1InventoryManager_5055_2
806	KelpGatherer	Occupation	G5	occx4KelpGatherer_5776_5
807	KosherButcher	Occupation	G5	occx1KosherButcher_5698_2
808	Longbowman	Occupation	G5	occx4Longbowman_6071_2
809	MasonsApprentice	Occupation	G5	occx4MasonsApprentice_4552_4
810	Miller	Occupation	G5	occx1Miller_6028_2
811	MountainPlowman	Occupation	G5	occx1MountainPlowman_6026_2
812	Ninja	Occupation	G5	occx4Ninja_5767_2
813	Officer	Occupation	G5	occx3Officer_4497_8
814	Omnifarmer	Occupation	G5	occx3Omnifarmer_5694_5
815	OverAchiever	Occupation	G5	occx1OverAchiever_179_4
816	PasturePlanner	Occupation	G5	occx1PasturePlanner_4388_1
817	Patroness	Occupation	G5	occx1Patroness_3868_7
818	Pioneer	Occupation	G5	occx1Pioneer_5775_4
819	Prophet	Occupation	G5	occx1Prophet_6551_1
820	PrudentMerchant	Occupation	G5	occx1PrudentMerchant_5609_5
821	ResourceDealer	Occupation	G5	occx1ResourceDealer_6237_8
822	RiceFarmer	Occupation	G5	occx3RiceFarmer_5600_2
823	Scapegrace	Occupation	G5	occx1Scapegrace_5464_6
824	Scrounger	Occupation	G5	occx4Scrounger_5804_5
825	SelfEmployee	Occupation	G5	occx1SelfEmployee_4206_1
826	Shearer	Occupation	G5	occx3Shearer_6402_2
827	Smuggler	Occupation	G5	occx3Smuggler_4414_9
828	SpringWorker	Occupation	G5	occx1SpringWorker_6483_7
829	StoneCustodian	Occupation	G5	occx3StoneCustodian_4855_3
830	StoneSculptor	Occupation	G5	occx4StoneSculptor_5784_7
831	Supervisor	Occupation	G5	occx1Supervisor_6159_2
832	TreasureHunter	Occupation	G5	occx1TreasureHunter_3977_2
833	VegetableVendor	Occupation	G5	occx1VegetableVendor_5196_9
834	Vinedresser	Occupation	G5	occx1Vinedresser_5042_3
835	WalrusHunter	Occupation	G5	occx3WalrusHunter_6324_3
836	WaresSalesman	Occupation	G5	occx3WaresSalesman_4211_3
837	WealthyMan	Occupation	G5	occx1WealthyMan_5774_2
838	WheatFarmer	Occupation	G5	occx1WheatFarmer_4463_2
839	Wolf	Occupation	G5	occx1Wolf_6552_10
840	ZipperMaker	Occupation	G5	occx3ZipperMaker_6301_11
841	AlchemistsLab	MinorImprovement	G5	xminorAlchemistsLab_6163_5
842	AlternativeMaterials	MinorImprovement	G5	xminorAlternativeMaterials_5624_3
843	Apiary	MinorImprovement	G5	xminorApiary_6427_3
844	ArtichokeField	MinorImprovement	G5	xminorArtichokeField_6318_3
845	BabySling	MinorImprovement	G5	xminorBabySling_6057_9
846	Bakery	MinorImprovement	G5	xminorBakery_6174_1
847	BoardingSchool	MinorImprovement	G5	xminorBoardingSchool_6066_11
848	BreadMachine	MinorImprovement	G5	xminorBreadMachine_6323_3
849	Carrots	MinorImprovement	G5	xminorCarrots_6404_7
850	CherryOrchard	MinorImprovement	G5	xminorCherryOrchard_4867_4
851	ChildrensPlayground	MinorImprovement	G5	xminorChildrensPlayground_2466_2
852	Cloister	MinorImprovement	G5	xminorCloister_6482_2
853	CollarandChain	MinorImprovement	G5	xminorCollarandChain_5335_5
854	CookPot	MinorImprovement	G5	xminorCookPot_267_7
855	CostermongersBarrow	MinorImprovement	G5	xminorCostermongersBarrow_4495_4
856	CropRotationField	MinorImprovement	G5	xminorCropRotationField_4389_2
857	DollysMother	MinorImprovement	G5	xminorDollysMother_5310_15
858	Dough	MinorImprovement	G5	xminorDough_5197_3
859	Driftwood	MinorImprovement	G5	xminorDriftwood_235_2
860	FarmNameSign	MinorImprovement	G5	xminorFarmNameSign_3492_7
861	FarmStable	MinorImprovement	G5	xminorFarmStable_6379_3
862	FarmersStrawHat	MinorImprovement	G5	xminorFarmersStrawHat_3286_5
863	FlamingoLake	MinorImprovement	G5	xminorFlamingoLake_5372_22
864	FleaMarket	MinorImprovement	G5	xminorFleaMarket_6115_15
865	Foraging	MinorImprovement	G5	xminorForaging_5379_3
866	GrainBag	MinorImprovement	G5	xminorGrainBag_5242_3
867	HeavyPlow	MinorImprovement	G5	xminorHeavyPlow_3178_10
868	Hoe	MinorImprovement	G5	xminorHoe_5207_2
869	IronOven	MinorImprovement	G5	xminorIronOven_6600_3
870	KitchenCabinet	MinorImprovement	G5	xminorKitchenCabinet_5553_13
871	MelonPatch	MinorImprovement	G5	xminorMelonPatch_6468_7
872	Menagerie	MinorImprovement	G5	xminorMenagerie_6298_7
873	Milkcan	MinorImprovement	G5	xminorMilkcan_5050_3
874	MuddyWaters	MinorImprovement	G5	xminorMuddyWaters_4970_7
875	NailBasket	MinorImprovement	G5	xminorNailBasket_5511_6
876	OpenFields	MinorImprovement	G5	xminorOpenFields_5965_11
877	OxGoad	MinorImprovement	G5	xminorOxGoad_4814_2
878	OxSkull	MinorImprovement	G5	xminorOxSkull_4316_6
879	Parchment	MinorImprovement	G5	xminorParchment_4738_3
880	PoleBarns	MinorImprovement	G5	xminorPoleBarns_6210_2
881	ProbioticFood	MinorImprovement	G5	xminorProbioticFood_6447_7
882	PumpkinTrellis	MinorImprovement	G5	xminorPumpkinTrellis_6507_5
883	RenovationMaterials	MinorImprovement	G5	xminorRenovationMaterials_5187_2
884	Rooster	MinorImprovement	G5	xminorRooster_6118_1
885	RopeFences	MinorImprovement	G5	xminorRopeFences_4298_4
886	Salary	MinorImprovement	G5	xminorSalary_6316_4
887	Seal	MinorImprovement	G5	xminorSeal_5180_2
888	Shipyard	MinorImprovement	G5	xminorShipyard_6098_7
889	SnackTime	MinorImprovement	G5	xminorSnackTime_507_2
890	Spade	MinorImprovement	G5	xminorSpade_3838_3
891	StoneAxe	MinorImprovement	G5	xminorStoneAxe_5093_4
892	StoneWeir	MinorImprovement	G5	xminorStoneWeir_2738_8
893	Straw	MinorImprovement	G5	xminorStraw_2578_9
894	Tea	MinorImprovement	G5	xminorTea_4637_7
895	Thunderbolt	MinorImprovement	G5	xminorThunderbolt_6171_5
896	TwibilandTwivel	MinorImprovement	G5	xminorTwibilandTwivel_5169_4
897	UnwantedGoods	MinorImprovement	G5	xminorUnwantedGoods_4954_7
898	Upholstery	MinorImprovement	G5	xminorUpholstery_5048_7
899	WinterPond	MinorImprovement	G5	xminorWinterPond_6488_4
900	WishingFountain	MinorImprovement	G5	xminorWishingFountain_786_8
901	Acater	Occupation	G6	occx3Acater_7193_4
902	AnimalNurse	Occupation	G6	occx3AnimalNurse_8293_12
903	AnimalRenovator	Occupation	G6	occx4AnimalRenovator_8663_1
904	BalanceFarmer	Occupation	G6	occx1BalanceFarmer_6661_1
905	Banker	Occupation	G6	occx3Banker_4976_2
906	BargainingHarvester	Occupation	G6	occx4BargainingHarvester_6004_10
907	BarnMaster	Occupation	G6	occx1BarnMaster_7222_2
908	BarrelMaker	Occupation	G6	occx1BarrelMaker_3616_7
909	BoarLord	Occupation	G6	occx4BoarLord_7333_7
910	Botanist	Occupation	G6	occx1Botanist_6388_6
911	Bowyer	Occupation	G6	occx3Bowyer_7361_1
912	BuildingPlanner	Occupation	G6	occx4BuildingPlanner_6367_4
913	BusinessTutor	Occupation	G6	occx1BusinessTutor_5932_6
914	CactusLover	Occupation	G6	occx1CactusLover_9135_1
915	Capitalist	Occupation	G6	occx3Capitalist_7008_13
916	CattleRancher	Occupation	G6	occx4CattleRancher_5757_4
917	ChessPlayer	Occupation	G6	occx4ChessPlayer_6944_2
918	CoalMiner	Occupation	G6	occx1CoalMiner_4525_2
919	Compostfarmer	Occupation	G6	occx1Compostfarmer_8508_3
920	Cottar	Occupation	G6	occx4Cottar_895_9
921	Drunkard	Occupation	G6	occx3Drunkard_4524_3
922	DuskWorker	Occupation	G6	occx1DuskWorker_3578_5
923	EagerStudent	Occupation	G6	occx4EagerStudent_9287_2
924	EldersDaughter	Occupation	G6	occx3EldersDaughter_6185_3
925	EmployeeoftheMonth	Occupation	G6	occx3EmployeeoftheMonth_7351_5
926	ExperiencedFarmer	Occupation	G6	occx4ExperiencedFarmer_5806_7
927	FamilyPhysician	Occupation	G6	occx4FamilyPhysician_6492_4
928	FarmOverseer	Occupation	G6	occx1FarmOverseer_5822_3
929	FarmWorker	Occupation	G6	occx1FarmWorker_8269_2
930	FieldAgent	Occupation	G6	occx3FieldAgent_6453_6
931	FieldBarterer	Occupation	G6	occx1FieldBarterer_8939_1
932	FreshDirtWorker	Occupation	G6	occx1FreshDirtWorker_8835_3
933	FreshFenceWorker	Occupation	G6	occx1FreshFenceWorker_8987_2
934	Gelder	Occupation	G6	occx1Gelder_8469_11
935	Gleaner	Occupation	G6	occx1Gleaner_7288_3
